sentiment,headline
neutral,"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito ."
neutral,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa ."
neutral,"Most of the new substations support EDGE technology , which enables faster data traffic ."
neutral,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles ."
neutral,"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers ."
neutral,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group ."
neutral,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share ."
neutral,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .
neutral,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .
neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .
neutral,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .
neutral,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results ."
neutral,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro ."
neutral,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .
neutral,Neste Oil will offer outplacement services to the 111 employees to be reduced .
neutral,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .
neutral,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .
neutral,No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .
neutral,No financial details of the deployment were disclosed .
neutral,No financial or pricing details were disclosed .
neutral,No planned closing date was provided .
neutral,No service pricing details were disclosed .
neutral,"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights ."
neutral,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .
neutral,Nordea will coordinate the syndicated loan .
neutral,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .
neutral,N-Viro operates processing facilities independently as well as in partnership with municipalities .
neutral,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA ."
neutral,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China ."
neutral,"On preliminary estimate , the hotel will operate under the brand Novotel ."
neutral,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .
neutral,"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level ."
neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .
neutral,"Our customers include companies in the energy and process industry sectors , in particular ."
neutral,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan ."
neutral,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .
neutral,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day ."
neutral,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake ."
neutral,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 ."
neutral,"Panostaja Plc today acquired the entire share capital of Suomen Graafiset Palvelut Ltd , a provider of printing services ."
neutral,"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car ."
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur ."
neutral,Part of the reductions will be made through retirement arrangements .
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee ."
neutral,"pct lower at 4,442.10 ."
neutral,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .
neutral,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .
neutral,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .
neutral,"Previously , it projected the figure to be slightly lower than in 2009 ."
neutral,"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 ."
neutral,Profit after taxes totaled EUR 12.1 mn .
neutral,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .
neutral,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights ."
neutral,Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .
neutral,Rihko said the sale will enable the company to concentrate on its grain-based business .
neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .
neutral,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .
neutral,Rimi supermarket is the key customer in Magistral center .
neutral,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries ."
neutral,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project ."
neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia ."
neutral,Rosa is one of the best-known Duckburg illustrators .
neutral,RSA 's shares closed at 156.9 p at the time of going to press .
neutral,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .
neutral,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .
neutral,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday ."
positive,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex ."
neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance ."
neutral,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .
neutral,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ."
neutral,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people ."
neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .
neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .
positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .
neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ."
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia ."
neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said ."
neutral,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .
neutral,Teleste expects to start the deliveries at the end of 2009 .
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services ."
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products ."
neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources ."
neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .
positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .
neutral,The agreement includes application maintenance and support services .
neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .
neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company ."
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery ."
neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 ."
neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .
neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ."
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program ."
neutral,The bridge is part of the highway 14 development project .
neutral,The building will house product development and test laboratories .
neutral,The business area 's net sales were slightly over 2m in 2006 .
neutral,The business development initiatives in North America are headed by Lynn Shanahan .
neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations ."
neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees ."
neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .
neutral,The changes in readership were not significant .
neutral,The closing of such transaction took place today .
neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 ."
neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .
neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .
neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases ."
neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members ."
neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation ."
neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % ."
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .
negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .
neutral,The company did not distribute a dividend in 2005 .
neutral,The company expects its net sales for the whole 2009 to be at previous year levels .
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn ."
neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland ."
neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .
neutral,The company has 120 employees and annual sales of approximately EUR16m .
neutral,The company has an annual turnover of EUR32 .8 m.
neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing ."
neutral,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy ."
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .
neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .
neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ."
neutral,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities ."
neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group ."
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .
neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .
neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ."
positive,The company will use the assets for strengthening its balance sheet and financial position .
neutral,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''"
neutral,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million ."
neutral,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .
neutral,The contract is worth some EUR 1 million .
neutral,The contract value amounts to EUR 2.4 million .
neutral,The credit covers approximately 70 % of the ship 's price .
neutral,The customer is cooperative retailer Osuuskauppa Suur-Savo .
neutral,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .
neutral,"The customer is then forwarded to the site , and unknown to him logged in with the first number ."
neutral,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said ."
neutral,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
neutral,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
neutral,The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .
neutral,"The devices would be launched in the Chinese market in late 2006 , the company said ."
neutral,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .
neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .
neutral,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail ."
neutral,The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .
neutral,"The Division also includes joint sales , marketing and controlling functions for these units ."
neutral,The EA Reng group posted sales of approximately 84 million kroons for 2007 .
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. ."
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros ."
neutral,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros ."
neutral,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 ."
neutral,The electricity requirement of networks will grow with the new mobile generation .
negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .
neutral,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .
neutral,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .
neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices ."
neutral,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 ."
neutral,The estimated annual value of the frame agreement is about EUR 50mn .
neutral,The estimated value of the deal is USD 9.2 million .
neutral,The EUR17m contract includes both design and construction works .
neutral,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul ."
neutral,The expanded company will continue to be called NewPage .
neutral,The expanded plant is scheduled to be operational by the middle of October 2009 .
neutral,The expansion is to be finalized in the autumn of 2009 .
neutral,The expansion will be delivered in the fourth quarter of 2006 .
neutral,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .
neutral,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa ."
neutral,The figure does not include food exports from Finland .
neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million ."
neutral,"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities ."
neutral,The final outcome of the rights offering is to be reported around 23 October 2009 .
neutral,The firm builds components for mobile phones and other communications products .
neutral,The goal is significant expansion in Finland and in the northern Baltic region .
neutral,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc ."
neutral,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 ."
neutral,The group 's net sales in 2007 were EUR683 .6 m.
neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million ."
neutral,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand ."
neutral,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai ."
neutral,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .
neutral,The markets expect Heineken to sell Hartwall as a whole or in parts .
neutral,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .
neutral,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines ."
neutral,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland ."
neutral,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .
neutral,The net sales of the Power Plants business were EUR 710.3 million in 2005 .
neutral,The new shares entitle their holders to dividends for fiscal 2006 .
positive,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .
neutral,The newspaper 's best sales asset is high quality journalism and journalistic content .
neutral,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .
neutral,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
neutral,The options might include a partial or total divestment of their shareholdings in Ovako .
neutral,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art ."
neutral,"The order also covers design services , hardware , software licences , as well as maintenance services over six years ."
neutral,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .
neutral,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications ."
neutral,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .
neutral,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences ."
neutral,The orders also include a few high-power drives for the control of seismic compressors .
neutral,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 ."
neutral,The Oulu plant employs approximately 120 people .
neutral,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .
neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .
neutral,"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore ."
neutral,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 ."
neutral,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson ."
positive,"The production capacity can be tripled without any major additional investments , the company said ."
neutral,"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years ."
neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .
neutral,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said ."
neutral,"The remaining amount will be funded through debt , the Danish bank said ."
neutral,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation ."
neutral,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .
neutral,The result before taxes was a loss of 25.0 million euros .
neutral,The results will enable the preparation of a conceptual plant design and capital estimates .
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas ."
neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year ."
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations ."
neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group ."
neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side ."
neutral,The solution will be installed in the USA to support the North American operations of the customer .
negative,"The staff reduction will start immediately , Glaston added ."
neutral,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million ."
neutral,The studies are expected to start in 2008 .
neutral,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland ."
neutral,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm ."
neutral,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium ."
neutral,"The Tekla Structures product box , if needed , is now made from recycled material ."
neutral,The terms of the transactions remained undisclosed .
positive,The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .
neutral,The total capacity of the factory will be approximately 100 engines a year .
neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .
neutral,"The total floor area of the plant expansion is 29,000 square metres ."
negative,"The total headcount reduction will be 50 persons , the company said ."
neutral,The total investment in 2006 and 2007 is expected to amount to about EUR75m .
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m ."
neutral,The total investment of the project will be approximately EUR 36m .
neutral,"The total value of the agreement is USD4 .0 m , the company said ."
neutral,The total value of the contract is some EUR 8 million .
neutral,The total value of the deal is USD 29mn .
neutral,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria ."
neutral,"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln ."
neutral,The total value of these two contracts is over EUR 21 million .
neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .
neutral,The transaction value is CAD 15 million approximately EUR 10 million .
neutral,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses ."
neutral,The value of the contract is about EUR 27mn .
neutral,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors ."
neutral,The value of the contract is EUR 25mn .
neutral,The value of the contract is in total USD12m .
neutral,The value of the contracts is about EUR 3.3 mn .
neutral,The value of the deal has not been disclosed .
neutral,The value of the deal is estimated at between SEK25m and SEK50m .
neutral,The value of the deal was not disclosed .
neutral,The value of the multi-year agreement is over EUR 2mn a year .
neutral,The value of the three-year contract is estimated at EUR40m .
neutral,The value of this kind of order amounts usually between Euro 2 and 3 million .
neutral,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries ."
neutral,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 ."
negative,"The workforce will be reduced also in the Amsterdam office , in the Netherlands ."
neutral,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems ."
neutral,There have not been previous share subscriptions with 2004 stock options .
neutral,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 ."
neutral,These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .
neutral,These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .
neutral,"This could be any of us at any time , '' she said ."
neutral,"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW ."
neutral,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe ."
neutral,This wood lacquered clock comes with a stripy hand-crocheted cover .
neutral,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .
neutral,To see a slide show of all the newest product releases from Fiskars .
neutral,Total value of the contract is about EUR 10mn .
neutral,"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally ."
neutral,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics ."
neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' ."
neutral,"Tyrv+Æinen is of the opinion that the airline has been repeating this for some time already , however ."
neutral,"Under Finnish law , Parliament grants licences to build nuclear power plants ."
neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 ."
neutral,"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications ."
neutral,"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland ."
neutral,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ."
neutral,Underground parking facilities will also be built on the basement floor .
neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added ."
neutral,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments ."
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said ."
neutral,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .
neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .
neutral,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications ."
neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .
neutral,Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .
neutral,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .
neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy ."
neutral,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan ."
neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ."
